Hz,dBFS(rms),THD(%),BUZZ(%)
2595.70,-78.10,0.00,0.00
2601.56,-78.08,0.00,0.00
2607.42,-78.13,0.00,0.00
2613.28,-78.18,0.00,0.00
2619.14,-78.21,0.00,0.00
2625.00,-78.26,0.00,0.00
2630.86,-78.23,0.00,0.00
2636.72,-78.28,0.00,0.00
2642.58,-78.26,0.00,0.00
2648.44,-78.26,0.00,0.00
2654.30,-78.26,0.00,0.00
2660.16,-78.25,0.00,0.00
2666.02,-78.17,0.00,0.00
2671.88,-78.14,0.00,0.00
2677.73,-78.09,0.00,0.00
2683.59,-78.05,0.00,0.00
2689.45,-77.97,0.00,0.00
2695.31,-77.84,0.00,0.00
2701.17,-77.73,0.00,0.00
2707.03,-77.67,0.00,0.00
2712.89,-77.60,0.00,0.00
2718.75,-77.43,0.00,0.00
2724.61,-77.30,0.00,0.00
2730.47,-77.23,0.00,0.00
2736.33,-77.08,0.00,0.00
2742.19,-76.97,0.00,0.00
2748.05,-76.87,0.00,0.00
2753.91,-76.78,0.00,0.00
2759.77,-76.72,0.00,0.00
2765.63,-76.59,0.00,0.00
2771.48,-76.54,0.00,0.00
2777.34,-76.52,0.00,0.00
2783.20,-76.43,0.00,0.00
2789.06,-76.30,0.00,0.00
2794.92,-76.22,0.00,0.00
2800.78,-76.12,0.00,0.00
2806.64,-76.06,0.00,0.00
2812.50,-75.94,0.00,0.00
2818.36,-75.80,0.00,0.00
2824.22,-75.70,0.00,0.00
2830.08,-75.54,0.00,0.00
2835.94,-75.39,0.00,0.00
2841.80,-75.23,0.00,0.00
2847.66,-75.06,0.00,0.00
2853.52,-74.86,0.00,0.00
2859.38,-74.67,0.00,0.00
2865.23,-74.47,0.00,0.00
2871.09,-74.27,0.00,0.00
2876.95,-74.08,0.00,0.00
2882.81,-73.86,0.00,0.00
2888.67,-73.68,0.00,0.00
2894.53,-73.47,0.00,0.00
2900.39,-73.28,0.00,0.00
2906.25,-73.08,0.00,0.00
2912.11,-72.89,0.00,0.00
2917.97,-72.70,0.00,0.00
2923.83,-72.50,0.00,0.00
2929.69,-72.28,0.00,0.00
2935.55,-72.07,0.00,0.00
2941.41,-71.88,0.00,0.00
2947.27,-71.70,0.00,0.00
2953.13,-71.49,0.00,0.00
2958.98,-71.30,0.00,0.00
2964.84,-71.15,0.00,0.00
2970.70,-71.02,0.00,0.00
2976.56,-70.90,0.00,0.00
2982.42,-70.83,0.00,0.00
2988.28,-70.78,0.00,0.00
2994.14,-70.70,0.00,0.00
3000.00,-70.62,0.00,0.00
3005.86,-70.73,0.00,0.00
3011.72,-70.88,0.00,0.00
3017.58,-70.99,0.00,0.00
3023.44,-71.11,0.00,0.00
3029.30,-71.27,0.00,0.00
3035.16,-71.46,0.00,0.00
3041.02,-71.65,0.00,0.00
3046.88,-71.84,0.00,0.00
3052.73,-72.05,0.00,0.00
3058.59,-72.28,0.00,0.00
3064.45,-72.49,0.00,0.00
3070.31,-72.73,0.00,0.00
3076.17,-72.93,0.00,0.00
3082.03,-73.13,0.00,0.00
3087.89,-73.33,0.00,0.00
3093.75,-73.51,0.00,0.00
3099.61,-73.68,0.00,0.00
3105.47,-73.89,0.00,0.00
3111.33,-74.07,0.00,0.00
3117.19,-74.22,0.00,0.00
3123.05,-74.37,0.00,0.00
3128.91,-74.56,0.00,0.00
3134.77,-74.76,0.00,0.00
3140.63,-74.91,0.00,0.00
3146.48,-75.07,0.00,0.00
3152.34,-75.26,0.00,0.00
3158.20,-75.47,0.00,0.00
3164.06,-75.64,0.00,0.00
3169.92,-75.85,0.00,0.00
3175.78,-76.08,0.00,0.00
3181.64,-76.29,0.00,0.00
3187.50,-76.51,0.00,0.00
3193.36,-76.71,0.00,0.00
3199.22,-76.97,0.00,0.00
3205.08,-77.25,0.00,0.00
3210.94,-77.47,0.00,0.00
3216.80,-77.67,0.00,0.00
3222.66,-77.90,0.00,0.00
3228.52,-78.13,0.00,0.00
3234.38,-78.27,0.00,0.00
3240.23,-78.41,0.00,0.00
3246.09,-78.59,0.00,0.00
3251.95,-78.68,0.00,0.00
3257.81,-78.73,0.00,0.00
3263.67,-78.76,0.00,0.00
3269.53,-78.80,0.00,0.00
3275.39,-78.79,0.00,0.00
3281.25,-78.77,0.00,0.00
3287.11,-78.73,0.00,0.00
3292.97,-78.63,0.00,0.00
3298.83,-78.53,0.00,0.00
3304.69,-78.48,0.00,0.00
3310.55,-78.45,0.00,0.00
3316.41,-78.43,0.00,0.00
3322.27,-78.38,0.00,0.00
3328.13,-78.34,0.00,0.00
3333.98,-78.26,0.00,0.00
3339.84,-78.27,0.00,0.00
3345.70,-78.26,0.00,0.00
3351.56,-78.20,0.00,0.00
3357.42,-78.17,0.00,0.00
3363.28,-78.14,0.00,0.00
3369.14,-78.13,0.00,0.00
3375.00,-78.05,0.00,0.00
3380.86,-77.96,0.00,0.00
3386.72,-77.95,0.00,0.00
3392.58,-77.85,0.00,0.00
3398.44,-77.70,0.00,0.00
3404.30,-77.55,0.00,0.00
3410.16,-77.41,0.00,0.00
3416.02,-77.26,0.00,0.00
3421.88,-77.02,0.00,0.00
3427.73,-76.78,0.00,0.00
3433.59,-76.54,0.00,0.00
3439.45,-76.23,0.00,0.00
3445.31,-75.84,0.00,0.00
3451.17,-75.45,0.00,0.00
