Hz,dBFS(rms),THD(%),BUZZ(%)
3275.39,-114.86,0.00,0.00
3281.25,-112.63,0.00,0.00
3287.11,-112.19,0.00,0.00
3292.97,-114.13,0.00,0.00
3298.83,-114.29,0.00,0.00
3304.69,-113.07,0.00,0.00
3310.55,-113.68,0.00,0.00
3316.41,-114.64,0.00,0.00
3322.27,-114.31,0.00,0.00
3328.13,-113.51,0.00,0.00
3333.98,-113.38,0.00,0.00
3339.84,-114.21,0.00,0.00
3345.70,-113.41,0.00,0.00
3351.56,-112.74,0.00,0.00
3357.42,-112.63,0.00,0.00
3363.28,-113.99,0.00,0.00
3369.14,-113.69,0.00,0.00
3375.00,-112.20,0.00,0.00
3380.86,-112.40,0.00,0.00
3386.72,-115.07,0.00,0.00
3392.58,-115.47,0.00,0.00
3398.44,-114.40,0.00,0.00
3404.30,-113.48,0.00,0.00
3410.16,-114.30,0.00,0.00
3416.02,-115.03,0.00,0.00
3421.88,-112.57,0.00,0.00
3427.73,-112.04,0.00,0.00
3433.59,-115.18,0.00,0.00
3439.45,-114.99,0.00,0.00
3445.31,-114.34,0.00,0.00
3451.17,-113.58,0.00,0.00
3457.03,-113.91,0.00,0.00
3462.89,-114.43,0.00,0.00
3468.75,-112.41,0.00,0.00
3474.61,-112.21,0.00,0.00
3480.47,-115.17,0.00,0.00
3486.33,-115.50,0.00,0.00
3492.19,-114.09,0.00,0.00
3498.05,-112.95,0.00,0.00
3503.91,-113.93,0.00,0.00
3509.77,-115.11,0.00,0.00
3515.63,-114.57,0.00,0.00
3521.48,-114.48,0.00,0.00
3527.34,-115.81,0.00,0.00
3533.20,-114.96,0.00,0.00
3539.06,-114.33,0.00,0.00
3544.92,-115.18,0.00,0.00
3550.78,-115.29,0.00,0.00
3556.64,-115.52,0.00,0.00
3562.50,-114.20,0.00,0.00
3568.36,-113.30,0.00,0.00
3574.22,-114.58,0.00,0.00
3580.08,-115.31,0.00,0.00
3585.94,-112.73,0.00,0.00
3591.80,-112.33,0.00,0.00
3597.66,-115.43,0.00,0.00
3603.52,-115.42,0.00,0.00
3609.38,-114.35,0.00,0.00
3615.23,-114.30,0.00,0.00
3621.09,-116.53,0.00,0.00
3626.95,-115.87,0.00,0.00
3632.81,-113.84,0.00,0.00
3638.67,-113.53,0.00,0.00
3644.53,-114.79,0.00,0.00
3650.39,-115.50,0.00,0.00
3656.25,-113.96,0.00,0.00
3662.11,-114.04,0.00,0.00
3667.97,-114.78,0.00,0.00
3673.83,-114.10,0.00,0.00
3679.69,-113.55,0.00,0.00
3685.55,-113.10,0.00,0.00
3691.41,-114.97,0.00,0.00
3697.27,-114.53,0.00,0.00
3703.13,-112.89,0.00,0.00
3708.98,-112.88,0.00,0.00
3714.84,-114.37,0.00,0.00
3720.70,-114.63,0.00,0.00
3726.56,-112.98,0.00,0.00
3732.42,-113.11,0.00,0.00
3738.28,-115.47,0.00,0.00
3744.14,-115.10,0.00,0.00
3750.00,-112.68,0.00,0.00
3755.86,-110.52,0.00,0.00
3761.72,-111.63,0.00,0.00
3767.58,-114.58,0.00,0.00
3773.44,-111.69,0.00,0.00
3779.30,-112.07,0.00,0.00
3785.16,-114.60,0.00,0.00
3791.02,-115.09,0.00,0.00
3796.88,-114.63,0.00,0.00
3802.73,-114.23,0.00,0.00
3808.59,-115.39,0.00,0.00
3814.45,-115.08,0.00,0.00
3820.31,-112.91,0.00,0.00
3826.17,-112.59,0.00,0.00
3832.03,-114.37,0.00,0.00
3837.89,-114.27,0.00,0.00
3843.75,-112.77,0.00,0.00
3849.61,-112.40,0.00,0.00
3855.47,-113.88,0.00,0.00
3861.33,-113.25,0.00,0.00
3867.19,-112.03,0.00,0.00
3873.05,-112.07,0.00,0.00
3878.91,-113.54,0.00,0.00
3884.77,-113.61,0.00,0.00
3890.63,-112.26,0.00,0.00
3896.48,-112.17,0.00,0.00
3902.34,-114.01,0.00,0.00
3908.20,-114.52,0.00,0.00
3914.06,-113.89,0.00,0.00
3919.92,-112.33,0.00,0.00
3925.78,-113.17,0.00,0.00
3931.64,-113.82,0.00,0.00
3937.50,-113.02,0.00,0.00
3943.36,-111.22,0.00,0.00
3949.22,-112.53,0.00,0.00
3955.08,-113.95,0.00,0.00
3960.94,-113.11,0.00,0.00
3966.80,-112.83,0.00,0.00
3972.66,-114.02,0.00,0.00
3978.52,-113.93,0.00,0.00
3984.38,-112.68,0.00,0.00
3990.23,-111.36,0.00,0.00
3996.09,-111.81,0.00,0.00
4001.95,-113.07,0.00,0.00
4007.81,-111.85,0.00,0.00
4013.67,-111.63,0.00,0.00
4019.53,-113.77,0.00,0.00
4025.39,-113.70,0.00,0.00
4031.25,-113.05,0.00,0.00
4037.11,-112.49,0.00,0.00
4042.97,-114.05,0.00,0.00
4048.83,-114.45,0.00,0.00
4054.69,-113.02,0.00,0.00
4060.55,-112.19,0.00,0.00
4066.41,-114.98,0.00,0.00
4072.27,-115.37,0.00,0.00
4078.13,-113.43,0.00,0.00
4083.98,-112.55,0.00,0.00
4089.84,-114.65,0.00,0.00
4095.70,-113.95,0.00,0.00
4101.56,-113.13,0.00,0.00
4107.42,-112.81,0.00,0.00
4113.28,-113.86,0.00,0.00
4119.14,-115.00,0.00,0.00
4125.00,-113.15,0.00,0.00
4130.86,-111.93,0.00,0.00
4136.72,-114.68,0.00,0.00
4142.58,-114.91,0.00,0.00
4148.44,-112.57,0.00,0.00
4154.30,-111.89,0.00,0.00
4160.16,-113.25,0.00,0.00
4166.02,-112.80,0.00,0.00
4171.88,-113.34,0.00,0.00
4177.73,-112.80,0.00,0.00
4183.59,-114.57,0.00,0.00
4189.45,-115.03,0.00,0.00
4195.31,-114.36,0.00,0.00
4201.17,-113.84,0.00,0.00
4207.03,-113.62,0.00,0.00
4212.89,-114.50,0.00,0.00
4218.75,-113.49,0.00,0.00
4224.61,-112.13,0.00,0.00
4230.47,-114.56,0.00,0.00
4236.33,-116.20,0.00,0.00
4242.19,-114.49,0.00,0.00
4248.05,-113.18,0.00,0.00
4253.91,-114.92,0.00,0.00
4259.77,-114.73,0.00,0.00
4265.63,-113.02,0.00,0.00
4271.48,-112.16,0.00,0.00
4277.34,-114.56,0.00,0.00
4283.20,-114.91,0.00,0.00
4289.06,-113.69,0.00,0.00
4294.92,-112.64,0.00,0.00
4300.78,-114.48,0.00,0.00
4306.64,-114.60,0.00,0.00
4312.50,-113.11,0.00,0.00
4318.36,-113.45,0.00,0.00
4324.22,-114.37,0.00,0.00
4330.08,-114.35,0.00,0.00
4335.94,-112.14,0.00,0.00
4341.80,-112.08,0.00,0.00
4347.66,-115.42,0.00,0.00
4353.52,-116.33,0.00,0.00
4359.38,-114.80,0.00,0.00
4365.23,-113.56,0.00,0.00
4371.09,-114.52,0.00,0.00
4376.95,-114.93,0.00,0.00
4382.81,-112.85,0.00,0.00
4388.67,-112.24,0.00,0.00
4394.53,-114.44,0.00,0.00
4400.39,-115.20,0.00,0.00
4406.25,-113.35,0.00,0.00
4412.11,-113.25,0.00,0.00
4417.97,-114.40,0.00,0.00
4423.83,-115.64,0.00,0.00
4429.69,-115.36,0.00,0.00
4435.55,-113.90,0.00,0.00
4441.41,-115.25,0.00,0.00
4447.27,-115.28,0.00,0.00
4453.13,-113.87,0.00,0.00
4458.98,-112.78,0.00,0.00
4464.84,-115.25,0.00,0.00
4470.70,-115.97,0.00,0.00
4476.56,-113.73,0.00,0.00
4482.42,-112.21,0.00,0.00
4488.28,-114.28,0.00,0.00
4494.14,-115.39,0.00,0.00
4500.00,-114.36,0.00,0.00
4505.86,-113.08,0.00,0.00
4511.72,-115.01,0.00,0.00
4517.58,-115.95,0.00,0.00
4523.44,-114.26,0.00,0.00
4529.30,-113.76,0.00,0.00
4535.16,-115.66,0.00,0.00
4541.02,-115.33,0.00,0.00
4546.88,-113.65,0.00,0.00
4552.73,-112.78,0.00,0.00
4558.59,-115.21,0.00,0.00
4564.45,-115.98,0.00,0.00
