Hz,dBFS(rms),THD(%),BUZZ(%)
2947.27,-57.11,0.00,0.00
2953.13,-57.37,0.00,0.00
2958.98,-57.64,0.00,0.00
2964.84,-57.91,0.00,0.00
2970.70,-58.18,0.00,0.00
2976.56,-58.47,0.00,0.00
2982.42,-58.76,0.00,0.00
2988.28,-59.05,0.00,0.00
2994.14,-59.35,0.00,0.00
3000.00,-59.66,0.00,0.00
3005.86,-59.97,0.00,0.00
3011.72,-60.30,0.00,0.00
3017.58,-60.62,0.00,0.00
3023.44,-60.94,0.00,0.00
3029.30,-61.28,0.00,0.00
3035.16,-61.61,0.00,0.00
3041.02,-61.93,0.00,0.00
3046.88,-62.25,0.00,0.00
3052.73,-62.55,0.00,0.00
3058.59,-62.86,0.00,0.00
3064.45,-63.18,0.00,0.00
3070.31,-63.49,0.00,0.00
3076.17,-63.81,0.00,0.00
3082.03,-64.12,0.00,0.00
3087.89,-64.40,0.00,0.00
3093.75,-64.62,0.00,0.00
3099.61,-64.74,0.00,0.00
3105.47,-64.78,0.00,0.00
3111.33,-64.72,0.00,0.00
3117.19,-64.58,0.00,0.00
3123.05,-64.42,0.00,0.00
3128.91,-64.25,0.00,0.00
3134.77,-64.08,0.00,0.00
3140.63,-63.94,0.00,0.00
3146.48,-63.83,0.00,0.00
3152.34,-63.75,0.00,0.00
3158.20,-63.71,0.00,0.00
3164.06,-63.69,0.00,0.00
3169.92,-63.71,0.00,0.00
3175.78,-63.76,0.00,0.00
3181.64,-63.84,0.00,0.00
3187.50,-63.94,0.00,0.00
3193.36,-64.07,0.00,0.00
3199.22,-64.21,0.00,0.00
3205.08,-64.35,0.00,0.00
3210.94,-64.48,0.00,0.00
3216.80,-64.62,0.00,0.00
3222.66,-64.74,0.00,0.00
3228.52,-64.85,0.00,0.00
3234.38,-64.98,0.00,0.00
3240.23,-65.12,0.00,0.00
3246.09,-65.26,0.00,0.00
3251.95,-65.42,0.00,0.00
3257.81,-65.60,0.00,0.00
3263.67,-65.79,0.00,0.00
3269.53,-65.97,0.00,0.00
3275.39,-66.12,0.00,0.00
3281.25,-66.19,0.00,0.00
3287.11,-66.21,0.00,0.00
3292.97,-66.14,0.00,0.00
3298.83,-65.99,0.00,0.00
3304.69,-65.75,0.00,0.00
3310.55,-65.46,0.00,0.00
3316.41,-65.13,0.00,0.00
3322.27,-64.79,0.00,0.00
3328.13,-64.44,0.00,0.00
3333.98,-64.09,0.00,0.00
3339.84,-63.75,0.00,0.00
3345.70,-63.45,0.00,0.00
3351.56,-63.19,0.00,0.00
3357.42,-62.98,0.00,0.00
3363.28,-62.85,0.00,0.00
3369.14,-62.76,0.00,0.00
3375.00,-62.73,0.00,0.00
3380.86,-62.75,0.00,0.00
3386.72,-62.83,0.00,0.00
3392.58,-62.95,0.00,0.00
3398.44,-63.08,0.00,0.00
3404.30,-63.24,0.00,0.00
3410.16,-63.38,0.00,0.00
3416.02,-63.51,0.00,0.00
3421.88,-63.64,0.00,0.00
3427.73,-63.75,0.00,0.00
3433.59,-63.86,0.00,0.00
3439.45,-63.96,0.00,0.00
3445.31,-64.06,0.00,0.00
3451.17,-64.14,0.00,0.00
3457.03,-64.18,0.00,0.00
3462.89,-64.12,0.00,0.00
3468.75,-64.44,0.00,0.00
3474.61,-64.86,0.00,0.00
3480.47,-64.92,0.00,0.00
3486.33,-64.99,0.00,0.00
3492.19,-65.08,0.00,0.00
3498.05,-65.22,0.00,0.00
3503.91,-65.44,0.00,0.00
3509.77,-65.72,0.00,0.00
3515.63,-66.08,0.00,0.00
3521.48,-66.52,0.00,0.00
3527.34,-67.05,0.00,0.00
3533.20,-67.65,0.00,0.00
3539.06,-68.27,0.00,0.00
3544.92,-68.86,0.00,0.00
3550.78,-69.34,0.00,0.00
3556.64,-69.58,0.00,0.00
3562.50,-69.49,0.00,0.00
3568.36,-69.12,0.00,0.00
3574.22,-68.52,0.00,0.00
3580.08,-67.76,0.00,0.00
3585.94,-66.96,0.00,0.00
3591.80,-66.15,0.00,0.00
3597.66,-65.33,0.00,0.00
3603.52,-64.76,0.00,0.00
3609.38,-64.28,0.00,0.00
3615.23,-63.81,0.00,0.00
3621.09,-63.40,0.00,0.00
3626.95,-63.04,0.00,0.00
3632.81,-62.72,0.00,0.00
3638.67,-62.43,0.00,0.00
3644.53,-62.17,0.00,0.00
3650.39,-61.94,0.00,0.00
3656.25,-61.72,0.00,0.00
3662.11,-61.53,0.00,0.00
3667.97,-61.35,0.00,0.00
3673.83,-61.19,0.00,0.00
3679.69,-61.05,0.00,0.00
3685.55,-60.93,0.00,0.00
3691.41,-60.83,0.00,0.00
3697.27,-60.75,0.00,0.00
3703.13,-60.68,0.00,0.00
3708.98,-60.63,0.00,0.00
3714.84,-60.60,0.00,0.00
3720.70,-60.58,0.00,0.00
3726.56,-60.57,0.00,0.00
3732.42,-60.58,0.00,0.00
3738.28,-60.61,0.00,0.00
3744.14,-60.65,0.00,0.00
3750.00,-60.72,0.00,0.00
3755.86,-60.80,0.00,0.00
3761.72,-60.91,0.00,0.00
3767.58,-61.03,0.00,0.00
3773.44,-61.18,0.00,0.00
3779.30,-61.35,0.00,0.00
3785.16,-61.55,0.00,0.00
3791.02,-61.76,0.00,0.00
3796.88,-62.00,0.00,0.00
3802.73,-62.27,0.00,0.00
3808.59,-62.56,0.00,0.00
3814.45,-62.87,0.00,0.00
3820.31,-63.21,0.00,0.00
3826.17,-63.58,0.00,0.00
3832.03,-63.95,0.00,0.00
3837.89,-64.34,0.00,0.00
3843.75,-64.73,0.00,0.00
3849.61,-65.10,0.00,0.00
3855.47,-65.46,0.00,0.00
3861.33,-65.76,0.00,0.00
3867.19,-66.01,0.00,0.00
3873.05,-66.15,0.00,0.00
3878.91,-66.19,0.00,0.00
3884.77,-66.12,0.00,0.00
3890.63,-65.92,0.00,0.00
3896.48,-65.62,0.00,0.00
3902.34,-65.26,0.00,0.00
